Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Price_class,Price
Mitsubishi,Lancer Evolution,2015,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,22,17,436,38995,mid,39000.0
Mitsubishi,Lancer Sportback,2012,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,22,436,21345,low,21300.0
Mitsubishi,Lancer Sportback,2012,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,32,24,436,18395,low,18400.0
Mitsubishi,Lancer Sportback,2013,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,32,24,436,18495,low,18500.0
Mitsubishi,Lancer Sportback,2013,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,22,436,21495,low,21500.0
Mitsubishi,Lancer Sportback,2014,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,22,436,21945,low,21900.0
Mitsubishi,Lancer Sportback,2014,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,32,24,436,18595,low,18600.0
Mitsubishi,Lancer,2015,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,34,25,436,17395,low,17400.0
Mitsubishi,Lancer,2015,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,25,18,436,29495,low,29500.0
Mitsubishi,Lancer,2015,regular unleaded,168.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,31,22,436,20595,low,20600.0
Mitsubishi,Lancer,2015,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,30,23,436,21595,low,21600.0
Mitsubishi,Lancer,2015,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,29,22,436,20995,low,21000.0
Mitsubishi,Lancer,2015,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,34,26,436,18295,low,18300.0
Mitsubishi,Lancer,2016,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,35,27,436,18595,low,18600.0
Mitsubishi,Lancer,2016,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,31,23,436,20995,low,21000.0
Mitsubishi,Lancer,2016,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,34,24,436,17595,low,17600.0
Mitsubishi,Lancer,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,31,24,436,23495,low,23500.0
Mitsubishi,Lancer,2016,regular unleaded,168.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,31,22,436,22495,low,22500.0
Mitsubishi,Lancer,2016,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,31,23,436,19995,low,20000.0
Mitsubishi,Lancer,2016,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,31,23,436,21995,low,22000.0
Mitsubishi,Lancer,2017,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,30,23,436,20295,low,20300.0
Mitsubishi,Lancer,2017,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,30,23,436,21095,low,21100.0
Mitsubishi,Lancer,2017,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,34,27,436,18795,low,18800.0
Mitsubishi,Lancer,2017,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,24,436,17795,low,17800.0
Mitsubishi,Lancer,2017,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,30,23,436,22095,low,22100.0
Toyota,Land Cruiser,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,2031,80155,high,80200.0
Toyota,Land Cruiser,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,2031,83825,high,83800.0
Toyota,Land Cruiser,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,2031,84325,high,84300.0
Nissan,Leaf,2014,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,35020,mid,35000.0
Nissan,Leaf,2014,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,32000,mid,32000.0
Nissan,Leaf,2014,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,28980,low,29000.0
Nissan,Leaf,2015,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,32100,mid,32100.0
Nissan,Leaf,2015,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,35120,mid,35100.0
Nissan,Leaf,2015,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,29010,low,29000.0
Nissan,Leaf,2015,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,32000,mid,32000.0
Nissan,Leaf,2016,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,29010,low,29000.0
Nissan,Leaf,2016,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,124,2009,34200,mid,34200.0
Nissan,Leaf,2016,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,124,2009,36790,mid,36800.0
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,26495,low,26500.0
Subaru,Legacy,2015,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,28,20,640,29595,low,29600.0
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,26795,low,26800.0
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,23495,low,23500.0
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,21995,low,22000.0
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,23795,low,23800.0
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,21695,low,21700.0
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,21745,low,21700.0
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,26845,low,26800.0
Subaru,Legacy,2016,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,29,20,640,29945,low,29900.0
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,23845,low,23800.0
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,22045,low,22000.0
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,27145,low,27100.0
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,24145,low,24100.0
Subaru,Legacy,2017,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,28,20,640,31640,mid,31600.0
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,34,25,640,23995,low,24000.0
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,34,25,640,21995,low,22000.0
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,34,25,640,25995,low,26000.0
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,34,25,640,28840,low,28800.0
Buick,LeSabre,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,17,155,25645,low,25600.0
Buick,LeSabre,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,17,155,31420,mid,31400.0
Buick,LeSabre,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,18,155,26040,low,26000.0
Buick,LeSabre,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,18,155,32085,mid,32100.0
Buick,LeSabre,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,18,155,26725,low,26700.0
Buick,LeSabre,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,18,155,32385,mid,32400.0
Lexus,LFA,2012,premium unleaded (required),552.0,10.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,16,11,454,375000,high,375000.0
Chrysler,LHS,2001,premium unleaded (required),253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1013,28680,low,28700.0
Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,36400,mid,36400.0
Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,41500,mid,41500.0
Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,38900,mid,38900.0
Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,36600,mid,36600.0
Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,39100,mid,39100.0
Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,41700,mid,41700.0
Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,36600,mid,36600.0
Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,39100,mid,39100.0
Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,41700,mid,41700.0
Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,258,48525,mid,48500.0
Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,258,54025,high,54000.0
Land Rover,LR3,2009,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,258,45975,mid,46000.0
Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,49700,mid,49700.0
Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,59900,high,59900.0
Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,54600,high,54600.0
Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,69279,high,69300.0
Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,60600,high,60600.0
Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,50400,high,50400.0
Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,55300,high,55300.0
Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,15,258,50400,high,50400.0
Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,15,258,55300,high,55300.0
Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,15,258,60600,high,60600.0
Lexus,LS 430,2004,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,55375,high,55400.0
Lexus,LS 430,2005,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,56225,high,56200.0
Lexus,LS 430,2006,premium unleaded (required),278.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,56525,high,56500.0
Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,82305,high,82300.0
Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,16,454,84500,high,84500.0
Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,454,78820,high,78800.0
Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,454,72520,high,72500.0
Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,75465,high,75500.0
Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,87500,high,87500.0
Lexus,LS 460,2016,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,75465,high,75500.0
Lexus,LS 460,2016,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,454,78820,high,78800.0
Lexus,LS 460,2016,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,454,72520,high,72500.0
Lexus,LS 460,2016,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,82305,high,82300.0
Lexus,LS 460,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,82305,high,82300.0
Lexus,LS 460,2017,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,454,72520,high,72500.0
Lexus,LS 460,2017,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,454,78820,high,78800.0
Lexus,LS 460,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,75465,high,75500.0
Lexus,LS 600h L,2014,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Large,Sedan,23,19,454,120060,high,120100.0
Lexus,LS 600h L,2015,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Large,Sedan,23,19,454,120440,high,120400.0
Lexus,LS 600h L,2016,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Large,Sedan,23,19,454,120440,high,120400.0
Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,61,36770,mid,36800.0
Lincoln,LS,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23,15,61,43370,mid,43400.0
Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,61,36140,mid,36100.0
Lincoln,LS,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23,15,61,39970,mid,40000.0
Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,61,32370,mid,32400.0
Lincoln,LS,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,61,43590,mid,43600.0
Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,61,32640,mid,32600.0
Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,61,36360,mid,36400.0
Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,61,36990,mid,37000.0
Lincoln,LS,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,61,40190,mid,40200.0
Lincoln,LS,2006,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,16,61,39285,mid,39300.0
Buick,Lucerne,2009,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Large,Sedan,22,15,155,40205,mid,40200.0
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,32520,mid,32500.0
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,29265,low,29300.0
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,35770,mid,35800.0
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,33120,mid,33100.0
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,35270,mid,35300.0
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,30770,mid,30800.0
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,34670,mid,34700.0
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,35730,mid,35700.0
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,30930,mid,30900.0
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,34830,mid,34800.0
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,33230,mid,33200.0
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,32730,mid,32700.0
Buick,Lucerne,2010,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,22,15,155,42515,mid,42500.0
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,29230,low,29200.0
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,35625,mid,35600.0
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,36230,mid,36200.0
Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,27,17,155,29730,low,29700.0
Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,27,17,155,35675,mid,35700.0
Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,27,17,155,33130,mid,33100.0
Buick,Lucerne,2011,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,23,15,155,44460,mid,44500.0
Chevrolet,Lumina,2001,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,18,1385,18890,low,18900.0
Lexus,LX 470,2005,regular unleaded,235.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,454,65225,high,65200.0
Lexus,LX 470,2006,regular unleaded,275.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,15,12,454,67395,high,67400.0
Lexus,LX 470,2007,regular unleaded,268.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,15,12,454,67395,high,67400.0
Lexus,LX 570,2015,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,454,83180,high,83200.0
Lexus,LX 570,2016,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,18,13,454,88880,high,88900.0
Lexus,LX 570,2017,premium unleaded (recommended),383.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,18,13,454,89380,high,89400.0
Mercedes-Benz,M-Class,2013,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,28,20,617,51270,high,51300.0
Mercedes-Benz,M-Class,2013,premium unleaded (required),518.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,17,13,617,96100,high,96100.0
Mercedes-Benz,M-Class,2013,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,20,14,617,58800,high,58800.0
Mercedes-Benz,M-Class,2013,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,18,617,49770,mid,49800.0
Mercedes-Benz,M-Class,2013,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,18,617,47270,mid,47300.0
Mercedes-Benz,M-Class,2014,premium unleaded (required),518.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,17,13,617,97250,high,97200.0
Mercedes-Benz,M-Class,2014,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,28,20,617,51790,high,51800.0
Mercedes-Benz,M-Class,2014,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,22,17,617,50290,high,50300.0
Mercedes-Benz,M-Class,2014,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,19,14,617,59450,high,59400.0
Mercedes-Benz,M-Class,2014,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,18,617,47790,mid,47800.0
Mercedes-Benz,M-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,22,18,617,62900,high,62900.0
Mercedes-Benz,M-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,18,617,48300,mid,48300.0
Mercedes-Benz,M-Class,2015,diesel,,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,29,22,617,49800,mid,49800.0
Mercedes-Benz,M-Class,2015,premium unleaded (required),518.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,17,13,617,98400,high,98400.0
Mercedes-Benz,M-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,22,17,617,50800,high,50800.0
BMW,M2,2016,premium unleaded (required),365.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,26,18,3916,51700,high,51700.0
BMW,M2,2017,premium unleaded (required),365.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,26,18,3916,51700,high,51700.0
Infiniti,M35,2008,premium unleaded (required),275.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,190,43900,mid,43900.0
